NR. SEQUENZIALE,DATA,N1,N2,N3,N4,N5,N6
560,26/03/2003,[37],68,34,32,52,49
561,29/03/2003,61,89,15,51,43,37
562,01/04/2003,80,[85],31,54,81,01
563,06/04/2003,37,[17],26,28,16,85
564,10/04/2003,84,45,76,35,29,17
565,16/04/2003,75,73,87,62,[22],68
566,19/04/2003,88,64,90,15,37,22
567,23/04/2003,75,26,69,[11],53,45
568,26/04/2003,40,83,21,66,[68],11
569,30/04/2003,26,62,39,18,10,[68]
570,02/05/2003,35,74,38,86,60,68
571,03/05/2003,18,85,71,80,12,54
572,04/05/2003,40,76,79,67,29,57
573,07/05/2003,18,12,75,47,63,81
574,11/05/2003,74,68,70,50,62,80
575,14/05/2003,13,14,24,73,29,79
576,17/05/2003,67,38,21,44,87,16
577,21/05/2003,79,[75],39,90,61,[05]
578,24/05/2003,48,53,88,28,05,75
579,28/05/2003,61,12,54,35,65,58
580,31/05/2003,[44],62,40,76,85,90
581,08/06/2003,47,56,30,48,53,44
582,09/06/2003,21,42,72,08,24,73
583,12/06/2003,81,49,50,74,17,16
584,14/06/2003,02,27,01,18,43,47
585,18/06/2003,59,25,83,71,46,06
586,21/06/2003,02,26,12,65,30,74
587,25/06/2003,48,19,86,39,45,07
588,28/06/2003,[74],01,73,40,09,59
589,05/07/2003,48,49,14,34,18,74
590,06/07/2003,01,02,26,89,04,19
591,16/07/2003,38,76,[15],87,57,[37]
592,19/07/2003,[47],50,29,18,37,15
593,23/07/2003,87,14,07,80,27,47
594,26/07/2003,01,67,78,10,35,57
595,30/07/2003,86,03,08,77,28,04
596,01/08/2003,18,82,[90],46,74,07
597,02/08/2003,49,05,73,26,50,90
598,03/08/2003,79,64,31,32,14,03
599,10/08/2003,[08],27,83,42,34,88
600,11/08/2003,01,41,84,70,26,08
601,13/08/2003,30,52,43,57,07,82
602,16/08/2003,44,39,11,09,86,49
603,20/08/2003,52,83,35,80,55,61
604,23/08/2003,09,08,18,63,10,[42]
605,27/08/2003,87,68,06,75,70,42
606,30/08/2003,08,01,64,22,77,28
607,04/09/2003,61,05,88,36,02,86
608,07/09/2003,77,44,[76],04,14,16
609,08/09/2003,36,83,38,66,39,[76]
610,13/09/2003,[48],37,90,55,87,76
611,17/09/2003,39,34,18,[64],01,48
612,20/09/2003,73,25,67,33,68,[64]
