NR. SEQUENZIALE,DATA,N1,N2,N3,N4,N5,N6
2,12/06/1997,19,40,[29],77,70,63
3,12/10/1997,29,07,04,64,82,33
4,13/12/1997,88,14,23,29,86,47
5,17/12/1997,51,09,62,84,01,63
6,20/12/1997,80,75,77,[27],60,62
7,24/12/1997,58,27,24,36,77,86
8,27/12/1997,59,63,75,09,87,66
9,31/12/1997,27,87,83,77,01,[71]
10,04/01/1998,89,29,63,86,51,34
11,07/01/1998,72,86,83,55,71,35
12,08/01/1998,33,[37],25,47,48,13
13,14/01/1998,14,05,72,50,[37],86
14,17/01/1998,[37],[49],05,53,82,30
15,21/01/1998,37,[49],51,53,55,29
16,24/01/1998,49,59,37,26,85,53
17,28/01/1998,39,71,43,67,[49],56
18,31/01/1998,49,51,03,02,63,04
19,05/02/1998,49,34,26,37,33,81
20,09/02/1998,79,06,28,77,37,12
21,12/02/1998,01,43,06,[23],14,12
22,14/02/1998,09,[66],67,43,79,23
23,18/02/1998,58,46,37,66,51,48
24,21/02/1998,50,41,12,29,77,45
25,25/02/1998,04,45,19,46,84,66
26,28/02/1998,82,40,84,04,85,26
27,01/03/1998,87,79,88,13,59,75
28,06/03/1998,82,36,90,29,72,14
29,10/03/1998,84,87,48,50,81,80
30,14/03/1998,02,09,63,81,46,13
31,18/03/1998,88,86,42,89,13,16
32,21/03/1998,[17],05,83,01,84,02
33,25/03/1998,38,[17],80,77,30,51
34,28/03/1998,17,05,55,[62],73,06
35,02/04/1998,62,50,40,63,58,16
36,03/04/1998,24,35,18,23,48,[84]
37,04/04/1998,59,88,79,28,[84],36
38,07/04/1998,84,[49],07,87,01,21
39,11/04/1998,49,29,42,67,53,52
40,15/04/1998,87,06,72,54,75,81
41,18/04/1998,82,04,05,[47],46,73
42,22/04/1998,47,76,56,85,38,17
43,27/04/1998,46,87,86,40,22,05
44,29/04/1998,76,36,18,63,80,62
45,08/05/1998,27,29,50,69,15,23
46,09/05/1998,79,85,40,[24],56,07
47,12/05/1998,24,15,16,87,23,20
48,13/05/1998,27,79,35,59,48,47
49,16/05/1998,57,15,41,81,06,83
50,20/05/1998,68,71,[25],85,19,83
51,23/05/1998,25,50,13,22,05,43
52,27/05/1998,58,07,81,12,37,24
53,30/05/1998,56,36,48,65,73,71
54,05/06/1998,86,04,88,34,11,29
55,06/06/1998,84,05,33,81,28,64
56,13/06/1998,67,72,56,18,[13],22
57,17/06/1998,13,34,30,26,86,83
58,20/06/1998,10,35,[39],16,64,[65]
59,24/06/1998,65,39,20,70,63,24
60,27/06/1998,43,79,67,59,19,60
61,01/07/1998,38,40,44,16,02,57
62,02/07/1998,24,20,66,29,[23],73
63,03/07/1998,08,89,[64],23,34,09
64,10/07/1998,64,12,02,71,62,57
65,11/07/1998,49,17,06,13,51,83
66,15/07/1998,25,40,19,33,15,[68]
67,18/07/1998,68,12,85,70,32,48
68,22/07/1998,72,36,01,42,88,[71]
69,25/07/1998,71,85,81,78,75,56
70,29/07/1998,54,[25],70,76,37,63
71,04/08/1998,25,89,68,60,83,62
72,07/08/1998,27,22,04,39,07,88
